ECO,SITE,STAND,HAB,HAB_ST,TREE.NO,TREE.SP,SAMPLE,Aphaenogaster_fulva,Aphaenogaster_mariae,Aphaenogaster_picea,Aphaenogaster_rudis,Aphaenogaster_tennesseensis,Brachymyrmex_depilis,Camponotus_americanus,Camponotus_caryae,Camponotus_chromaoides,Camponotus_nearctica,Camponotus_pennsylvanicus,Camponotus_subbarbatus,Colobopsis_impressa,Crematogaster_cerasi,Formica_palidefulva,Formica_subsericea,Lasius_americanus,Nylanderia_faisonensis,Prenolepis_imparis,Tapinoma_sessile,Temnothorax_curvispinosus,Temnothorax_longispinosus,Temnothorax_schaumii
NCTP,BR,F,M,BR_F_M,1,Hickory,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,1,Hickory,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,1,Hickory,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,1,Hickory,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,1,Hickory,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1
NCTP,BR,F,M,BR_F_M,1,Hickory,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,1,Hickory,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,1,Hickory,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,1,Hickory,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,1,Hickory,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,1,Hickory,11,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1
NCTP,BR,F,M,BR_F_M,1,Hickory,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,2,Maple,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,2,Maple,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
NCTP,BR,F,M,BR_F_M,2,Maple,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,2,Maple,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,2,Maple,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,2,Maple,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,2,Maple,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,2,Maple,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,2,Maple,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,2,Maple,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,2,Maple,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,2,Maple,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,3,Maple,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,3,Maple,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,3,Maple,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,3,Maple,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,3,Maple,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,3,Maple,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,3,Maple,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,3,Maple,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,3,Maple,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,3,Maple,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,3,Maple,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,3,Maple,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,4,Sycamore,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NCTP,BR,F,M,BR_F_M,4,Sycamore,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0
NCTP,BR,F,M,BR_F_M,4,Sycamore,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
NCTP,BR,F,M,BR_F_M,4,Sycamore,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
NCTP,BR,F,M,BR_F_M,4,Sycamore,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
NCTP,BR,F,M,BR_F_M,4,Sycamore,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
NCTP,BR,F,M,BR_F_M,4,Sycamore,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0
NCTP,BR,F,M,BR_F_M,4,Sycamore,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NCTP,BR,F,M,BR_F_M,4,Sycamore,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0
NCTP,BR,F,M,BR_F_M,4,Sycamore,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0
NCTP,BR,F,M,BR_F_M,4,Sycamore,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NCTP,BR,F,M,BR_F_M,4,Sycamore,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
NCTP,BR,F,X,BR_F_X,5,Ash,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,5,Ash,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,5,Ash,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,5,Ash,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,5,Ash,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,5,Ash,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,5,Ash,7,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,5,Ash,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,5,Ash,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,5,Ash,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,5,Ash,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NCTP,BR,F,X,BR_F_X,5,Ash,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,6,Maple,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NCTP,BR,F,X,BR_F_X,6,Maple,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,6,Maple,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,6,Maple,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,6,Maple,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,6,Maple,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NCTP,BR,F,X,BR_F_X,6,Maple,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,6,Maple,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,6,Maple,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,6,Maple,10,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,2,0,0,0,0
NCTP,BR,F,X,BR_F_X,6,Maple,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,6,Maple,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,7,Red Oak,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
NCTP,BR,F,X,BR_F_X,7,Red Oak,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,7,Red Oak,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,7,Red Oak,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,7,Red Oak,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,7,Red Oak,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,7,Red Oak,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,7,Red Oak,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,7,Red Oak,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,7,Red Oak,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,7,Red Oak,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,7,Red Oak,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,8,Red Oak,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,8,Red Oak,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,8,Red Oak,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,8,Red Oak,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,8,Red Oak,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,8,Red Oak,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,8,Red Oak,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,8,Red Oak,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,8,Red Oak,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,8,Red Oak,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,8,Red Oak,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,F,X,BR_F_X,8,Red Oak,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,9,Hackberry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,9,Hackberry,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NCTP,BR,N,M,BR_N_M,9,Hackberry,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
NCTP,BR,N,M,BR_N_M,9,Hackberry,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
NCTP,BR,N,M,BR_N_M,9,Hackberry,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
NCTP,BR,N,M,BR_N_M,9,Hackberry,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,9,Hackberry,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
NCTP,BR,N,M,BR_N_M,9,Hackberry,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,9,Hackberry,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0
NCTP,BR,N,M,BR_N_M,9,Hackberry,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NCTP,BR,N,M,BR_N_M,9,Hackberry,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
NCTP,BR,N,M,BR_N_M,9,Hackberry,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,10,Maple,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,10,Maple,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,10,Maple,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,10,Maple,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,10,Maple,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,10,Maple,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,10,Maple,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,10,Maple,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,10,Maple,9,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,10,Maple,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,10,Maple,11,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,10,Maple,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,11,Maple,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
NCTP,BR,N,M,BR_N_M,11,Maple,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0
NCTP,BR,N,M,BR_N_M,11,Maple,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
NCTP,BR,N,M,BR_N_M,11,Maple,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,9,0,0,0,0
NCTP,BR,N,M,BR_N_M,11,Maple,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
NCTP,BR,N,M,BR_N_M,11,Maple,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,11,Maple,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
NCTP,BR,N,M,BR_N_M,11,Maple,8,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,9,0,0,0,0
NCTP,BR,N,M,BR_N_M,11,Maple,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
NCTP,BR,N,M,BR_N_M,11,Maple,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,0,0,0,0
NCTP,BR,N,M,BR_N_M,11,Maple,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0
NCTP,BR,N,M,BR_N_M,11,Maple,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NCTP,BR,N,M,BR_N_M,12,Walnut,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,12,Walnut,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1
NCTP,BR,N,M,BR_N_M,12,Walnut,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,12,Walnut,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,12,Walnut,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,12,Walnut,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,12,Walnut,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,12,Walnut,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,12,Walnut,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,12,Walnut,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,12,Walnut,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,M,BR_N_M,12,Walnut,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,X,BR_N_X,13,Hickory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NCTP,BR,N,X,BR_N_X,13,Hickory,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NCTP,BR,N,X,BR_N_X,13,Hickory,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0
NCTP,BR,N,X,BR_N_X,13,Hickory,4,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0
NCTP,BR,N,X,BR_N_X,13,Hickory,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NCTP,BR,N,X,BR_N_X,13,Hickory,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
NCTP,BR,N,X,BR_N_X,13,Hickory,7,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NCTP,BR,N,X,BR_N_X,13,Hickory,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
NCTP,BR,N,X,BR_N_X,13,Hickory,9,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
NCTP,BR,N,X,BR_N_X,13,Hickory,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
NCTP,BR,N,X,BR_N_X,13,Hickory,11,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0
NCTP,BR,N,X,BR_N_X,13,Hickory,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
NCTP,BR,N,X,BR_N_X,14,Maple,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,X,BR_N_X,14,Maple,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCTP,BR,N,X,BR_N_X,14,Maple,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
